1.8.2;C1042;DEMOLIÇÃO DE ALVENARIA DE TIJOLOS  C/ REAPROVEITAMENTO;;;M3;;116,74
1.8.3;C1043;DEMOLIÇÃO DE ALVENARIA DE TIJOLOS S/ REAPROVEITAMENTO;;;M3;;58,37
1.8.4;C1044;DEMOLIÇÃO DE CALHAS;;;M;;21,77
1.8.5;C1045;DEMOLIÇÃO DE COBERTURA C/TELHAS CERÂMICAS;;;M2;;11,67
1.8.6;C1046;DEMOLIÇÃO DE COBERTURA C/TELHAS ONDULADAS DE FIBROCIMENTO;;;M2;;4,86
1.8.7;C1047;DEMOLIÇÃO DE COBOGÓS;;;M2;;32,66
1.8.8;C1048;DEMOLIÇÃO DE CONCRETO ARMADO C/MARTELETE PNEUMÁTICO;;;M3;;476,16
1.8.9;C1049;DEMOLIÇÃO DE CONCRETO SIMPLES;;;M3;;252,94
1.8.10;C1058;DEMOLIÇÃO DE DEGRAUS DE PEDRA;;;M;;31,13
1.8.11;C1050;DEMOLIÇÃO DE DIVISÓRIA LEVE;;;M2;;28,73
1.8.12;C1051;DEMOLIÇÃO DE DIVISÓRIA OUTRAS (PRÉ MOLDADO);;;M2;;36,26
1.8.13;C1052;DEMOLIÇÃO DE ESTRUTURA DE MADEIRA P/TELHADOS;;;M2;;27,23
1.8.14;C1053;DEMOLIÇÃO DE ESTRUTURA METÁLICA;;;M2;;32,86
1.8.15;C1054;DEMOLIÇÃO DE FORRO DE PVC;;;M2;;14,59
1.8.16;C1055;DEMOLIÇÃO DE FORRO DE TÁBUAS DE PINHO;;;M2;;6,28
1.8.17;C1056;DEMOLIÇÃO DE FORRO DE GESSO;;;M2;;3,69
1.8.18;C1057;DEMOLIÇÃO DE FORRO PACOTE;;;M2;;9,73
1.8.19;C2993;DEMOLIÇÃO DE FORRO DE LAMBRI;;;M2;;6,28
1.8.20;C1061;DEMOLIÇÃO DE LOUÇA SANITÁRIA;;;UN;;19,46
1.8.21;C1062;DEMOLIÇÃO DE PAVIMENTAÇÃO ASFÁLTICA C/MARTELETE PNEUMÁTICO;;;M2;;19,73
1.8.22;C1063;DEMOLIÇÃO DE PÉRGOLAS OU BRISES;;;M3;;252,94
1.8.23;C1064;DEMOLIÇÃO DE PISO CERÂMICO;;;M2;;13,62
1.8.24;C1065;DEMOLIÇÃO DE PISO CERÂMICO SOBRE LASTRO DE CONCRETO;;;M2;;27,24
1.8.25;C1066;DEMOLIÇÃO DE PISO CIMENTADO SOBRE LASTRO DE CONCRETO;;;M2;;25,29
1.8.26;C2716;DEMOLIÇÃO DE PISO DE LADRILHO;;;M2;;17,14
1.8.27;C1067;DEMOLIÇÃO DE PISO DE TÁBUAS DE PEROBA;;;M2;;18,85
1.8.28;C1068;DEMOLIÇÃO DE PISO E VIGAS DE MADEIRA;;;M2;;25,14
1.8.29;C1069;DEMOLIÇÃO DE PISO INDUSTRIAL;;;M2;;51,89
1.8.30;C1070;DEMOLIÇÃO DE REVESTIMENTO C/ARGAMASSA;;;M2;;9,73
1.8.31;C1071;DEMOLIÇÃO DE REVESTIMENTO C/AZULEJOS;;;M2;;48,64
1.8.32;C1074;DEMOLIÇÃO DE REVESTIMENTO C/CERÂMICAS;;;M2;;48,64
1.8.33;C1072;DEMOLIÇÃO DE REVESTIMENTO C/LAMBRIS;;;M2;;48,64
1.8.34;C1073;DEMOLIÇÃO DE REVESTIMENTO C/ PEDRAS NATURAIS;;;M2;;56,17
1.8.35;C1075;DEMOLIÇÃO DE SARJETA OU SARJETÃO DE CONCRETO;;;M2;;15,57
1.8.36;C1076;DEMOLIÇÃO DE SOLEIRAS, PEITORIS E DEGRAUS;;;M;;25,29
1.8.37;C1077;DEMOLIÇÃO DE VIGAS DE FERRO;;;KG;;0,30
1.8.38;C3064;DEMOLIÇÃO E REMOÇÃO MANUAL DE PAVIMENTO EM PARALELEPIPEDO E POLIÉDRICO;;;M2;;8,57
;;;;;;;
1.8.39;C3063;DEMOLIÇÃO E REMOÇÃO DE PAREDES DE TAIPA;;;M2;;28,57
1.8.40;C2717;DEMOLIÇÃO MANUAL DE CONCRETO ARMADO;;;M3;;466,97
1.8.41;C3103;REMOÇÃO DE BUEIROS EXISTENTES;;;M;;137,12
1.8.42;C3104;REMOÇÃO DE CERCAS;;;M;;0,43
1.8.43;C2197;REMOÇÃO DE PINTURA ANTIGA A CAL;;;M2;;3,43
1.8.44;C2198;REMOÇÃO DE PINTURA ANTIGA À TEMPERA;;;M2;;5,14
1.8.45;C4914;REMOÇÃO DE PINTURA À ÓLEO OU ESMALTE;;;M2;;13,19
1.8.46;C4913;REMOÇÃO DE PINTURA LÁTEX (RASPAGEM E/OU LIXAMENTO E/OU ESCOVAÇÃO);;;M2;;6,86
;;;;;;;
1.8.47;C3038;RETIRADA DE CAIXA DE AR CONDICIONADO;;;UN;;80,62
1.8.48;C3039;RETIRADA DE CARPETE S/REAPROVEITAMENTO;;;M2;;4,29
1.8.49;C3376;RETIRADA DE COLETOR EM CONCRETO ATÉ 400mm;;;M;;38,36
1.8.50;C2206;RETIRADA DE ESQUADRIAS METÁLICAS;;;M2;;9,73
1.8.51;C3040;RETIRADA DE GRADE DE FERRO;;;M2;;8,06
1.8.52;C2207;RETIRADA DE GUIAS PRÉ FABRICADAS DE CONCRETO;;;M;;9,73
1.8.53;C3373;RETIRADA DE MEIO FIO DE PEDRA GRANÍTICA;;;M;;9,73
1.8.54;C2938;RETIRADA DE PAVIMENTAÇÃO ASFÁLTICA COM BASE EM PEDRA;;;M2;;28,66
1.8.55;C2939;RETIRADA DE PAVIMENTAÇÃO EM BLOCO DE CONCRETO;;;M2;;11,14
1.8.56;C3041;RETIRADA DE PAVIMENTAÇÃO EM BLOKRET C/ REMOÇÃO LATERAL;;;M2;;11,67
1.8.57;C2940;RETIRADA DE PAVIMENTAÇÃO EM PARALELEPÍPEDO OU PEDRA TOSCA;;;M2;;10,28
1.8.58;C2941;RETIRADA DE PAVIMENTAÇÃO EM PASSEIO CIMENTADO;;;M2;;17,14
1.8.59;C2942;RETIRADA DE PAVIMENTAÇÃO EM PEDRA PORTUGUESA;;;M2;;8,57
1.8.60;C2209;RETIRADA DE PISO PAVIFLEX;;;M2;;10,89
1.8.61;C2210;RETIRADA DE PORTAS E JANELAS, INCLUSIVE BATENTES;;;M2;;15,57
1.8.62;C3047;RETIRADA DE TUBO PVC ENTERRADO DN=50mm;;;M;;7,86
1.8.63;C3048;RETIRADA DE TUBO PVC ENTERRADO DN=75mm;;;M;;9,72
1.8.64;C3049;RETIRADA DE TUBO PVC ENTERRADO DN=85mm;;;M;;10,66
1.8.65;C3042;RETIRADA DE TUBO PVC ENTERRADO DN=100mm;;;M;;11,59
1.8.66;C3043;RETIRADA DE TUBO PVC ENTERRADO DN=150mm;;;M;;15,72
1.8.67;C3044;RETIRADA DE TUBO PVC ENTERRADO DN=200mm;;;M;;21,72
1.8.68;C3045;RETIRADA DE TUBO PVC ENTERRADO DN=250mm;;;M;;25,45
1.8.69;C3046;RETIRADA DE TUBO PVC ENTERRADO DN=300mm;;;M;;33,31
1.8.70;C3054;RETIRADA DE TUBOS DE CONCRETO D=30cm;;;M;;33,02
1.8.71;C3055;RETIRADA DE TUBOS DE CONCRETO D=40cm;;;M;;41,97
1.8.72;C3056;RETIRADA DE TUBOS DE CONCRETO D=50cm;;;M;;55,04
1.8.73;C3057;RETIRADA DE TUBOS DE CONCRETO D=60cm;;;M;;70,88
1.8.74;C3050;RETIRADA DE TUBOS DE CONCRETO D=80cm;;;M;;101,85
1.8.75;C3051;RETIRADA DE TUBOS DE CONCRETO D=100cm;;;M;;174,37
1.8.76;C3052;RETIRADA DE TUBOS DE CONCRETO D=120cm;;;M;;246,93
1.8.77;C3053;RETIRADA DE TUBOS DE CONCRETO D=150cm;;;M;;361,19
1.8.78;C3377;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 50MM;;;M;;2,57
1.8.79;C3378;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 75MM;;;M;;3,03
1.8.80;C3379;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 100MM;;;M;;4,08
1.8.81;C3380;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 125MM;;;M;;5,10
1.8.82;C3381;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 150MM;;;M;;5,85
1.8.83;C3382;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 200MM;;;M;;7,65
1.8.84;C3383;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 250MM;;;M;;8,83
1.8.85;C3384;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 300MM;;;M;;12,19
1.8.86;C3385;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 350MM;;;M;;13,50
1.8.87;C3386;RETIRADA DE TUBOS E CONEXÕES EM PVC JE DN 400MM;;;M;;15,25
1.8.88;C3387;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 50MM;;;M;;6,18
1.8.89;C3388;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 75MM;;;M;;7,48
1.8.90;C3389;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 100MM;;;M;;12,36
1.8.91;C3390;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 150MM;;;M;;16,97
1.8.92;C3391;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 200MM;;;M;;19,52
1.8.93;C3392;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 250MM;;;M;;23,95
1.8.94;C3393;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 300MM;;;M;;30,35
1.8.95;C3394;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 350MM;;;M;;36,04
1.8.96;C3395;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 400MM;;;M;;41,25
1.8.97;C3396;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 450MM;;;M;;52,55
1.8.98;C3397;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 500MM;;;M;;63,68
1.8.99;C3398;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 600MM;;;M;;73,28
1.8.100;C3399;RETIRADA DE TUBOS, PEÇAS E CONEXÕES EM FoFo JE DN 700MM;;;M;;95,11
1.8.101;C2211;RETIRADA DE VIDROS C/ REAPROVEITAMENTO;;;M2;;42,44
1.9;TRÂNSITO E SEGURANÇA;;;;;;431,52
1.9.1;C0375;BARREIRA DE CONCRETO (NEW JERSEY) SIMPLES;;;M;;337,84
1.9.2;C2891;PASSADIÇOS COM CHAPAS DE AÇO;;;M2;;12,08
1.9.3;C2892;PASSADIÇOS COM PRANCHAS DE MADEIRA;;;M2;;47,59
1.9.4;C2947;SINALIZAÇÃO DE ADVERTÊNCIA;;;UN;;13,32
1.9.5;C2948;SINALIZAÇÃO DE TRÂNSITO COM BARREIRAS;;;M;;5,57
1.9.6;C2949;SINALIZAÇÃO DE TRÂNSITO NOTURNA;;;M;;2,77
1.9.7;C2950;SINALIZAÇÃO EM TAPUME COM INDICATIVO DE FLUXO;;;M2;;7,39
1.9.8;C2978;SINALIZAÇÃO EM TAPUME DE PROTEÇÃO COM CHAPAS COMPENSADAS E= 12mm;;;M;;4,96
;;;;;;;
2;MOVIMENTO DE TERRA;;;;;;21.155,03
2.1;ESCAVAÇÕES EM CAMPO ABERTO;;;;;;3.396,75
2.1.1;C5011;ESCAVAÇÃO DE MATERIAL DE 3ª CATEGORIA COM ESCAVADEIRA E ROMPEDOR HIDRÁULICO DE 1700KG;;;M3;;39,97
;;;;;;;
2.1.2;C2779;ESCAVAÇÃO EM S.Q.N SATURADO, PROF.2.0 a 12.0m (POÇO AMAZONAS);;;M3;;194,02
2.1.3;C1263;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MAN. ATÉ 2M;;;M3;;367,11
;;;;;;;
2.1.4;C1260;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MAN. - 2,01 A 4,00M;;;M3;;390,25
;;;;;;;
2.1.5;C1261;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MAN. - 4,01 A 6,00M;;;M3;;413,39
;;;;;;;
2.1.6;C1262;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MAN. - 6,01 A 8,00M;;;M3;;436,53
;;;;;;;
2.1.7;C1266;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MEC. ATÉ 2M;;;M3;;283,96
;;;;;;;
2.1.8;C1264;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MEC. - 2,01 A 4,00M;;;M3;;307,70
;;;;;;;
2.1.9;C1265;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MEC. - 4,01 A 6,00M;;;M3;;331,42
;;;;;;;
2.1.10;C1254;ESCAVAÇÃO MANUAL CAMPO ABERTO EM ROCHA C/EXPLOS.PERF.MEC. - 6,01 A 8,00M;;;M3;;355,15
;;;;;;;
2.1.11;C1256;ESCAVAÇÃO MANUAL CAMPO ABERTO EM TERRA ATÉ 2M;;;M3;;50,22
2.1.12;C1257;ESCAVAÇÃO MANUAL CAMPO ABERTO EM TERRA, DE 2,01 A 4,00M;;;M3;;59,82
2.1.13;C1258;ESCAVAÇÃO MANUAL CAMPO ABERTO EM TERRA, DE 4,00 A 6,00M;;;M3;;69,42
2.1.14;C1259;ESCAVAÇÃO MANUAL CAMPO ABERTO EM TERRA, DE 6,00 A 8,00M;;;M3;;80,04
2.1.15;C1267;ESCAVAÇÃO MECAN. CAMPO ABERTO EM TERRA EXCETO ROCHA ATÉ 2M;;;M3;;2,42
2.1.16;C1268;ESCAVAÇÃO MECAN. CAMPO ABERTO EM TERRA EXCETO ROCHA ATÉ 4M;;;M3;;2,79
2.1.17;C1269;ESCAVAÇÃO MECAN. CAMPO ABERTO EM TERRA EXCETO ROCHA ATÉ 6M;;;M3;;3,42
2.1.18;C1270;ESCAVAÇÃO MECAN. CAMPO ABERTO EM TERRA EXCETO ROCHA ATÉ 8M;;;M3;;4,05
2.1.19;C4899;ESCAVAÇÃO MECANIZADA CAMPO ABERTO EM TERRA EXCETO ROCHA ATÉ 10M;;;M3;;5,07
;;;;;;;
2.2;ESCAVAÇÃO E CARGA DE MATERIAL;;;;;;108,67
2.2.1;C3208;ESCAVAÇÃO E CARGA DE MATERIAL 1-CAT.;;;M3;;5,64
2.2.2;C3209;ESCAVAÇÃO E CARGA DE MATERIAL 2-CAT.;;;M3;;7,69
2.2.3;C3210;ESCAVAÇÃO E CARGA DE MATERIAL 3-CAT.;;;M3;;41,02
2.2.4;C3212;ESCAVAÇÃO E CARGA DE SOLO MOLE;;;M3;;10,43
2.2.5;C2797;ESCAVAÇÃO SUBMERSA (DRAGAGEM);;;M3;;43,89
2.3;CARGA,TRANSPORTE E DESCARGA DE MATERIAL;;;;;;457,94
2.3.1;C0702;CARGA MANUAL DE ENTULHO EM CAMINHÃO BASCULANTE;;;M3;;23,68
2.3.2;C0706;CARGA MANUAL DE ROCHA EM CAMINHÃO BASCULANTE;;;M3;;24,67
2.3.3;C0707;CARGA MANUAL DE TERRA EM CAMINHÃO BASCULANTE;;;M3;;19,73
2.3.4;C0708;CARGA MECANIZADA DE ENTULHO EM CAMINHÃO BASCULANTE;;;M3;;3,51
2.3.5;C0709;CARGA MECANIZADA DE ROCHA EM CAMINHÃO BASCULANTE;;;M3;;3,75
2.3.6;C0710;CARGA MECANIZADA DE TERRA EM CAMINHÃO BASCULANTE;;;M3;;3,31
2.3.7;C2987;COMPLEMENTAÇÃO DE TRANSPORTE EM CAMINHÃO BASCULANTE;;;M3xKM;;1,02
2.3.8;C2529;TRANSPORTE DE MATERIAL, EXCETO ROCHA EM CAMINHÃO ATÉ 0.5 KM;;;M3;;4,41
2.3.9;C2531;TRANSPORTE DE MATERIAL, EXCETO ROCHA EM CAMINHÃO ATÉ 1KM;;;M3;;4,90
2.3.10;C2533;TRANSPORTE DE MATERIAL, EXCETO ROCHA EM CAMINHÃO ATÉ 5 KM;;;M3;;24,54
2.3.11;C2530;TRANSPORTE DE MATERIAL, EXCETO ROCHA EM CAMINHÃO ATÉ 10KM;;;M3;;29,45
2.3.12;C2532;TRANSPORTE DE MATERIAL, EXCETO ROCHA EM CAMINHÃO ATÉ 20KM;;;M3;;44,17
2.3.13;C2536;TRANSPORTE HORIZONTAL ATÉ 30M DE MATERIAIS À GRANEL;;;M3;;42,85
2.3.14;C2537;TRANSPORTE HORIZONTAL DE 30,00 ATÉ 60,00M DE MATERIAIS À GRANEL;;;M3;;53,13
2.3.15;C2535;TRANSPORTE HORIZONTAL DE 60,01 ATÉ 100,00M DE MATERIAIS À GRANEL;;;M3;;70,27
2.3.16;C2538;TRANSPORTE VERTICAL DE MATERIAIS À GRANEL P/ A 1A LAJE;;;M3;;30,85
2.3.17;C2539;TRANSPORTE VERTICAL DE MATERIAIS À GRANEL P/ A 2A LAJE;;;M3;;73,70
2.4;ESCAVAÇÃO, CARGA, TRANSPORTE E DESCARGA DE MATERIAL;;;;;;1.154,37
2.4.1;C3131;ARRASAMENTO ATERRO (ESCALONAMENTO) DMT ATÉ 50M;;;M3;;6,00
2.4.2;C3182;ESCAVAÇÃO CARGA TRANSP. 1-CAT ATÉ 200M;;;M3;;8,48
2.4.3;C3178;ESCAVAÇÃO CARGA TRANSP. 1-CAT 201 A 400M;;;M3;;9,39
2.4.4;C3180;ESCAVAÇÃO CARGA TRANSP. 1-CAT 401 A 600M;;;M3;;9,90
2.4.5;C3169;ESCAVACAO CARGA TRANSP. 1-CAT 601 A 800M;;;M3;;10,89
2.4.6;C3181;ESCAVAÇÃO CARGA TRANSP. 1-CAT 801 A 1000M;;;M3;;11,45
