I0109;AREIA MEDIA;M3;0,0243;67,5000;1,6403
I0154;ÁCIDO MURIÁTICO;L;0,1000;5,4400;0,5440
I0441;CAL HIDRATADA;KG;2,4400;1,1000;2,6840
I0805;CIMENTO PORTLAND;KG;6,0600;0,5600;3,3936
I1531;PASTILHA DE VIDRO (MOSAICO VIDROSO) 2X2CM;M2;1,1000;293,7100;323,0810
I1871;SODA CAUSTICA;KG;0,1000;12,5600;1,2560
;;;;Total:;332,5988
;;;Total Simples:;;405,06
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;405,06
C1807 - MURO CONTORNO DE ALVENARIA E CONCRETO (PILAR+CINTA) REBOCADO, COM PINTURA - M2;;;;;
EQUIPAMENTOS (CHORARIO);;Unidade;Coeficiente;Preço;Total
I0682;BETONEIRA ELÉTRICA 580L (CHP);H;0,0300;24,4208;0,7326
;;;;Total:;0,7326
MAO DE OBRA;;;;;
I0040;AJUDANTE DE ARMADOR/FERREIRO;H;0,1500;18,6300;2,7945
I0045;AJUDANTE DE PINTOR;H;0,2200;18,6300;4,0986
I0121;ARMADOR/FERREIRO;H;0,1500;23,1700;3,4755
I2391;PEDREIRO;H;3,2000;23,1700;74,1440
I2395;PINTOR;H;0,7500;23,1700;17,3775
I2543;SERVENTE;H;5,2000;17,1400;89,1280
;;;;Total:;191,0181
MATERIAIS;;;;;
I0103;ARAME RECOZIDO N.18 BWG;KG;0,0400;10,0500;0,4020
I0108;AREIA GROSSA;M3;0,0800;74,7200;5,9776
I0109;AREIA MEDIA;M3;0,0850;67,5000;5,7375
I0163;AÇO CA-50;KG;2,1800;9,5000;20,7100
I0280;BRITA;M3;0,0300;76,1900;2,2857
I0805;CIMENTO PORTLAND;KG;45,0000;0,5600;25,2000
I1600;PEDRA DE MÃO (RACHÃO);M3;0,1500;66,0600;9,9090
I1605;PEDRISCO;M3;0,0100;73,9000;0,7390
I1917;"TABUA DE 1"" - L = 12cm";M;0,4500;5,7600;2,5920
I2081;TIJOLO CERÂMICO FURADO  9X19X19CM;UN;25,0000;0,6800;17,0000
I2082;TIJOLO MACIÇO COMUM;UN;18,0000;0,5800;10,4400
I2098;TINTA MINERAL IMPERMEÁVEL EM PÓ;KG;0,8700;3,1500;2,7405
;;;;Total:;103,7333
;;;Total Simples:;;295,48
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;295,48
C1806 - MURO C/MOURÕES E PLACAS PRÉ-FABRICADAS DE CONCRETO H=2.00M - M;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;0,8000;23,1700;18,5360
I2543;SERVENTE;H;1,6000;17,1400;27,4240
;;;;Total:;45,9600
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0388;67,5000;2,6190
I0280;BRITA;M3;0,0455;76,1900;3,4666
I0805;CIMENTO PORTLAND;KG;13,0000;0,5600;7,2800
I1534;MOURÃO CONCRETO COM ENCAIXE 12X12X260CM;UN;0,5000;42,8800;21,4400
I1671;PLACA PRÉ-FABRICADA DE CONCRETO PARA MURO 200X50X3.5CM;UN;2,0000;79,0500;158,1000
;;;;Total:;192,9056
;;;Total Simples:;;238,87
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;238,87
C1809 - MURO DE ARRIMO C/ BLOCOS DE CONCRETO ARTICULADO (60X45X15)cm  C/INJEÇÃO ATÉ 2,5m - M2;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;3,0000;23,1700;69,5100
I2543;SERVENTE;H;10,0000;17,1400;171,4000
;;;;Total:;240,9100
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,1200;67,5000;8,1000
I0157;AÇO CA-25;KG;0,4600;9,5100;4,3746
I0163;AÇO CA-50;KG;9,2400;9,5000;87,7800
I0236;BLOCO DE CONCRETO ARTICULADO 15X45X60CM;UN;5,0000;16,7900;83,9500
I0280;BRITA;M3;0,2300;76,1900;17,5237
I0805;CIMENTO PORTLAND;KG;55,0000;0,5600;30,8000
;;;;Total:;232,5283
;;;Total Simples:;;473,44
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;473,44
C1808 - MURO DE ARRIMO C/ BLOCOS DE CONCRETO ARTICULADO (30X15X28)cm - M2;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;2,0000;23,1700;46,3400
I2543;SERVENTE;H;7,0000;17,1400;119,9800
;;;;Total:;166,3200
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0400;67,5000;2,7000
I0235;BLOCO DE CONCRETO ARTICULADO 15X28X30CM;UN;24,0000;4,3300;103,9200
I0280;BRITA;M3;0,1040;76,1900;7,9238
I0805;CIMENTO PORTLAND;KG;15,0000;0,5600;8,4000
;;;;Total:;122,9438
;;;Total Simples:;;289,26
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;289,26
"C1821 - NIPLE DUPLO AÇO GALV. D=65mm (2 1/2"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,4000;18,6300;7,4520
I2320;ENCANADOR;H;0,4000;22,7200;9,0880
;;;;Total:;16,5400
MATERIAIS;;;;;
I1541;NIPLE DUPLO AÇO GALVANIZADO 2 1/2'';UN;1,0000;40,5900;40,5900
;;;;Total:;40,5900
;;;Total Simples:;;57,13
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;57,13
"C1822 - NIPLE DUPLO DE REDUÇÃO AÇO GALV. D=20X15mm (3/4""X1/2"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,2000;18,6300;3,7260
I2320;ENCANADOR;H;0,2000;22,7200;4,5440
;;;;Total:;8,2700
MATERIAIS;;;;;
I1545;NIPLE DUPLO REDUCÃO GALV 3/4X1/2'';UN;1,0000;6,7700;6,7700
;;;;Total:;6,7700
;;;Total Simples:;;15,04
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;15,04
"C1823 - NIPLE DUPLO DE REDUÇÃO AÇO GALV. D=32X15mm (1 1/4""X1/2"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,3500;18,6300;6,5205
I2320;ENCANADOR;H;0,3500;22,7200;7,9520
;;;;Total:;14,4725
MATERIAIS;;;;;
I1543;NIPLE DUPLO REDUCÃO GALV 1 1/4X1/2'';UN;1,0000;18,1200;18,1200
;;;;Total:;18,1200
;;;Total Simples:;;32,59
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;32,59
"C1824 - NIPLE DUPLO REDUÇÃO AÇO GALV. D=32X15mm (1 1/4""X1/2"")  À  50X40mm (2""X1 1/2"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,3500;18,6300;6,5205
I2320;ENCANADOR;H;0,3500;22,7200;7,9520
;;;;Total:;14,4725
MATERIAIS;;;;;
I1543;NIPLE DUPLO REDUCÃO GALV 1 1/4X1/2'';UN;1,0000;18,1200;18,1200
;;;;Total:;18,1200
;;;Total Simples:;;32,59
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;32,59
"C1825 - NIPLE DUPLO DE REDUÇÃO AÇO GALV. D=65X32mm(2 1/2""X1 1/4"")  À  80X65mm(3""X2 1/2"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,4000;18,6300;7,4520
I2320;ENCANADOR;H;0,4000;22,7200;9,0880
;;;;Total:;16,5400
MATERIAIS;;;;;
I1544;NIPLE DUPLO REDUCÃO GALV 2 1/2X1 1/4'';UN;1,0000;50,1500;50,1500
;;;;Total:;50,1500
;;;Total Simples:;;66,69
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;66,69
"C1826 - NIPLE DUPLO DE REDUÇÃO AÇO GALV. D=20X15mm (3/4""X1/2"")  À  25X20mm (1""X3/4"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,2000;18,6300;3,7260
I2320;ENCANADOR;H;0,2000;22,7200;4,5440
;;;;Total:;8,2700
MATERIAIS;;;;;
I1545;NIPLE DUPLO REDUCÃO GALV 3/4X1/2'';UN;1,0000;6,7700;6,7700
;;;;Total:;6,7700
;;;Total Simples:;;15,04
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;15,04
"C1827 - NIPLE EM PVC C/ ROSCA DE 1 1/4"" - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,2500;18,6300;4,6575
I2320;ENCANADOR;H;0,2500;22,7200;5,6800
;;;;Total:;10,3375
MATERIAIS;;;;;
I1547;NIPLE PVC COM ROSCA DE 1 1/4'';UN;1,0000;4,8600;4,8600
;;;;Total:;4,8600
;;;Total Simples:;;15,20
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;15,20
C1829 - OURIÇO P/ MURALHA DE PRESÍDIO - M;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0046;AJUDANTE DE SERRALHEIRO;H;0,8000;18,6300;14,9040
I1858;SERRALHEIRO;H;1,2000;23,1700;27,8040
;;;;Total:;42,7080
MATERIAIS;;;;;
I0101;ARAME GALVANIZADO N.16 BWG;KG;0,8500;20,7100;17,6035
I0191;"FERRO CHATO 2"" x 3/8"" (3,80KG/M)";KG;1,5000;8,4100;12,6150
I0791;CHUMBADOR DE 3/8'';UN;3,0000;1,8300;5,4900
I1872;SOLDA 50X50;KG;0,0800;82,7300;6,6184
;;;;Total:;42,3269
;;;Total Simples:;;85,03
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;85,03
"C1828 - NIPLE EM PVC C/ ROSCA DE 2 1/2"" - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,2500;18,6300;4,6575
I2320;ENCANADOR;H;0,2500;22,7200;5,6800
;;;;Total:;10,3375
MATERIAIS;;;;;
I1548;NIPLE PVC COM ROSCA DE 2 1/2'';UN;1,0000;14,1300;14,1300
;;;;Total:;14,1300
;;;Total Simples:;;24,47
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;24,47
C1811 - MURO DE ARRIMO C/GABIÃO, ALTURA 4m - M;;;;;
EQUIPAMENTOS (CHORARIO);;Unidade;Coeficiente;Preço;Total
I0765;RETRO ESCAVADEIRA DE PNEUS (CHP);H;1,6300;107,2564;174,8280
;;;;Total:;174,8280
MAO DE OBRA;;;;;
I2543;SERVENTE;H;17,4000;17,1400;298,2360
;;;;Total:;298,2360
MATERIAIS;;;;;
I1213;GABIÃO COM MALHA HEXAGONAL 8X10CM - ZINCADO;M3;6,5000;337,6700;2.194,8550
I1600;PEDRA DE MÃO (RACHÃO);M3;7,8000;66,0600;515,2680
;;;;Total:;2.710,1230
;;;Total Simples:;;3.183,19
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;3.183,19
C1810 - MURO DE ARRIMO C/GABIÃO, ALTURA 2m - M;;;;;
EQUIPAMENTOS (CHORARIO);;Unidade;Coeficiente;Preço;Total
I0765;RETRO ESCAVADEIRA DE PNEUS (CHP);H;0,6300;107,2564;67,5716
;;;;Total:;67,5716
MAO DE OBRA;;;;;
I2543;SERVENTE;H;6,7000;17,1400;114,8380
;;;;Total:;114,8380
MATERIAIS;;;;;
I0104;ARAME ZINCADO DE 2,7MM AMARRAÇÃO DE GABIÕES;KG;2,0000;21,1200;42,2400
I1213;GABIÃO COM MALHA HEXAGONAL 8X10CM - ZINCADO;M3;2,5000;337,6700;844,1750
I1600;PEDRA DE MÃO (RACHÃO);M3;3,0000;66,0600;198,1800
;;;;Total:;1.084,5950
;;;Total Simples:;;1.267,00
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;1.267,00
"C1815 - NIPLE DUPLO DE REDUÇÃO AÇO GALV. D=80X50mm (3""X2"")  À  80X65mm (3""X2 1/2"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,4000;18,6300;7,4520
I2320;ENCANADOR;H;0,4000;22,7200;9,0880
;;;;Total:;16,5400
MATERIAIS;;;;;
I1546;NIPLE DUPLO REDUCÃO GALV 3X2'';UN;1,0000;90,6900;90,6900
;;;;Total:;90,6900
;;;Total Simples:;;107,23
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;107,23
"C1816 - NIPLE DUPLO AÇO GALV. D=100mm (4"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,5000;18,6300;9,3150
I2320;ENCANADOR;H;0,5000;22,7200;11,3600
;;;;Total:;20,6750
MATERIAIS;;;;;
I1542;NIPLE DUPLO AÇO GALVANIZADO 4'';UN;1,0000;106,3200;106,3200
;;;;Total:;106,3200
;;;Total Simples:;;127,00
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;127,00
C1814 - NEOPRENE P/ JUNTAS DE DILATAÇÃO - M;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2391;PEDREIRO;H;0,6000;23,1700;13,9020
I2543;SERVENTE;H;0,4000;17,1400;6,8560
;;;;Total:;20,7580
MATERIAIS;;;;;
I1538;NEOPRENE P/ JUNTAS DE DILATAÇÃO;M;1,0000;31,2600;31,2600
;;;;Total:;31,2600
;;;Total Simples:;;52,02
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;52,02
"C1819 - NIPLE DUPLO AÇO GALV. D=65mm (2 1/2"")  À 80mm (3"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,4000;18,6300;7,4520
I2320;ENCANADOR;H;0,4000;22,7200;9,0880
;;;;Total:;16,5400
MATERIAIS;;;;;
I1541;NIPLE DUPLO AÇO GALVANIZADO 2 1/2'';UN;1,0000;40,5900;40,5900
;;;;Total:;40,5900
;;;Total Simples:;;57,13
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;57,13
"C1818 - NIPLE DUPLO AÇO GALV. D=32mm  (1 1/4"")  À 50mm (2"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,3500;18,6300;6,5205
I2320;ENCANADOR;H;0,3500;22,7200;7,9520
;;;;Total:;14,4725
MATERIAIS;;;;;
I1539;NIPLE DUPLO AÇO GALVANIZADO 1 1/4'';UN;1,0000;12,8400;12,8400
;;;;Total:;12,8400
;;;Total Simples:;;27,31
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;27,31
"C1817 - NIPLE DUPLO AÇO GALV. D=15mm (1/2"")  À 25mm (1"") - UN";;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0043;AJUDANTE DE ENCANADOR;H;0,2000;18,6300;3,7260
I2320;ENCANADOR;H;0,2000;22,7200;4,5440
;;;;Total:;8,2700
MATERIAIS;;;;;
I1540;"NIPLE DUPLO AÇO GALVANIZADO   1/2""";UN;1,0000;4,2600;4,2600
;;;;Total:;4,2600
;;;Total Simples:;;12,53
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;12,53
C1841 - PAINEL PROTENDIDO P/PISOS/PAREDES DE VEDAÇÃO ESP.=25cm - M2;;;;;
EQUIPAMENTOS (CHORARIO);;Unidade;Coeficiente;Preço;Total
I0682;BETONEIRA ELÉTRICA 580L (CHP);H;0,0072;24,4208;0,1758
I0743;GUINDASTE DE TORRE HP 11 (CHP);H;0,0360;59,8502;2,1546
;;;;Total:;2,3304
MAO DE OBRA;;;;;
I2391;PEDREIRO;H;0,1700;23,1700;3,9389
I2543;SERVENTE;H;0,1300;17,1400;2,2282
;;;;Total:;6,1671
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0078;67,5000;0,5265
I0805;CIMENTO PORTLAND;KG;3,0000;0,5600;1,6800
I1555;PAINEL DE CONCRETO PROTENDIDO 20CM;M2;1,0100;243,6500;246,0865
I1605;PEDRISCO;M3;0,0075;73,9000;0,5543
I6802;ADITIVO SUPERPLASTIFICANTE DENSIFICADOR E RETARDADOR DE PEGA;KG;0,0410;11,3300;0,4645
;;;;;
;;;;Total:;249,3117
;;;Total Simples:;;257,81
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;257,81
C1840 - PAINEL PROTENDIDO P/PISOS/PAREDES DE VEDAÇÃO ESP.=20cm - M2;;;;;
EQUIPAMENTOS (CHORARIO);;Unidade;Coeficiente;Preço;Total
I0682;BETONEIRA ELÉTRICA 580L (CHP);H;0,0042;24,4208;0,1026
I0743;GUINDASTE DE TORRE HP 11 (CHP);H;0,0220;59,8502;1,3167
;;;;Total:;1,4193
MAO DE OBRA;;;;;
I2391;PEDREIRO;H;0,0100;23,1700;0,2317
I2543;SERVENTE;H;0,0700;17,1400;1,1998
;;;;Total:;1,4315
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0043;67,5000;0,2903
I0805;CIMENTO PORTLAND;KG;2,0000;0,5600;1,1200
I1555;PAINEL DE CONCRETO PROTENDIDO 20CM;M2;1,0100;243,6500;246,0865
I1605;PEDRISCO;M3;0,0042;73,9000;0,3104
I6802;ADITIVO SUPERPLASTIFICANTE DENSIFICADOR E RETARDADOR DE PEGA;KG;0,0240;11,3300;0,2719
;;;;;
;;;;Total:;248,0791
;;;Total Simples:;;250,93
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;250,93
C1847 - PISO DE CONCRETO FCK=13,5MPa ESP=7 cm, INCL. PREPARO DE CAIXA - M2;;;;;
EQUIPAMENTOS (CHORARIO);;Unidade;Coeficiente;Preço;Total
I0682;BETONEIRA ELÉTRICA 580L (CHP);H;0,0500;24,4208;1,2210
;;;;Total:;1,2210
MAO DE OBRA;;;;;
I2391;PEDREIRO;H;1,2000;23,1700;27,8040
I2543;SERVENTE;H;1,6200;17,1400;27,7668
;;;;Total:;55,5708
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0646;67,5000;4,3605
I0280;BRITA;M3;0,0585;76,1900;4,4571
I0805;CIMENTO PORTLAND;KG;20,0000;0,5600;11,2000
I1825;RIPA DE PEROBA (MADEIRA DE 1A QUALIDADE) DE 1X7CM;M;2,0000;2,2200;4,4400
;;;;Total:;24,4576
;;;Total Simples:;;81,25
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;81,25
C1846 - PARQUETES DE MADEIRA FIXADOS C/COLA A BASE DE PVA - M2;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I1940;TAQUEIRO;H;0,5000;23,1700;11,5850
I2543;SERVENTE;H;0,7000;17,1400;11,9980
;;;;Total:;23,5830
MATERIAIS;;;;;
I0814;COLA ESPECIAL 'PVA';KG;0,5000;14,0600;7,0300
I1594;PARQUETE DE PEROBA (MADEIRA DE 1A QUALIDADE) DE 12X12CM;M2;1,0500;52,7600;55,3980
;;;;Total:;62,4280
;;;Total Simples:;;86,01
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;86,01
C1849 - PASTILHAS DE PORCELANA C/ARGAMASSA PRÉ-FABRICADA - M2;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I1599;PASTILHEIRO;H;0,6000;23,1700;13,9020
I2543;SERVENTE;H;0,7000;17,1400;11,9980
;;;;Total:;25,9000
MATERIAIS;;;;;
I0119;ARGAMASSA PRE-FABRICADA PARA PASTILHAS;KG;7,0000;2,8000;19,6000
I0154;ÁCIDO MURIÁTICO;L;0,1000;5,4400;0,5440
I1595;PASTA DE CIMENTO BRANCO;KG;3,0000;3,0800;9,2400
I1598;PASTILHA DE PORCELANA ESMALTADA;M2;1,0200;94,7000;96,5940
I1871;SODA CAUSTICA;KG;0,0500;12,5600;0,6280
;;;;Total:;126,6060
;;;Total Simples:;;152,51
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;152,51
C1848 - PASTA DE CIMENTO COLANTE - KG;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I2543;SERVENTE;H;0,0070;17,1400;0,1200
;;;;Total:;0,1200
MATERIAIS;;;;;
I0800;CIMENTO COLANTE;KG;0,8400;0,7000;0,5880
;;;;Total:;0,5880
;;;Total Simples:;;0,71
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
;;;Valor Geral:;;0,71
C1843 - PAINEL-LAJE DE CONCRETO CELULAR AUTOCLAVADO, C/ DIMENSÕES 10X40X280cm - M2;;;;;
MAO DE OBRA;;Unidade;Coeficiente;Preço;Total
I0121;ARMADOR/FERREIRO;H;0,0070;23,1700;0,1622
I2391;PEDREIRO;H;0,0800;23,1700;1,8536
I2543;SERVENTE;H;0,0830;17,1400;1,4226
;;;;Total:;3,4384
MATERIAIS;;;;;
I0109;AREIA MEDIA;M3;0,0061;67,5000;0,4118
I0163;AÇO CA-50;KG;0,2000;9,5000;1,9000
I0800;CIMENTO COLANTE;KG;1,5000;0,7000;1,0500
I0805;CIMENTO PORTLAND;KG;2,4300;0,5600;1,3608
I1560;PAINEL-LAJE CONCRETO CELULAR 10X40X280CM;M2;1,0000;79,0500;79,0500
;;;;Total:;83,7726
;;;Total Simples:;;87,21
;;;Encargos Sociais:;;INCLUSO
;;;Valor BDI:;;0,00
